visitorid,total_views,total_addtocart,total_transactions,cluster
154559,8,1,1,0
154613,1,1,1,0
154662,37,13,1,0
154689,9,1,2,0
154766,2,1,1,0
154771,1,1,1,0
154919,7,3,3,0
154959,2,1,1,0
154970,11,4,3,0
155060,2,1,1,0
155086,29,6,6,0
155171,54,11,1,0
155278,2,0,1,0
155340,6,1,1,0
155701,4,2,1,0
155977,4,1,1,0
156002,1,1,1,0
156036,3,1,1,0
156382,1,1,1,0
156391,11,1,1,0
156453,1,1,1,0
156622,1,1,1,0
156674,2,1,1,0
156700,6,4,1,0
156883,0,1,1,0
156957,6,1,2,0
156973,1,0,1,0
157119,1,2,2,0
157122,3,1,1,0
157195,5,4,1,0
157419,17,6,6,0
157482,1,1,1,0
157614,5,1,1,0
157616,20,1,1,0
157737,4,1,1,0
157882,4,1,1,0
157998,9,1,1,0
158090,2,1,1,0
158161,15,1,1,0
158287,46,2,1,0
158456,4,1,1,0
158533,32,4,2,0
158558,5,2,2,0
158701,12,4,4,0
158720,8,4,3,0
159004,3,1,1,0
159030,2,1,1,0
159619,25,4,2,0
159827,3,0,1,0
160095,1,1,1,0
160369,5,1,1,0
160371,8,1,1,0
160561,1,1,1,0
160821,32,1,1,0
160862,1,0,1,0
161047,7,2,1,0
161529,1,1,1,0
161617,9,5,3,0
161626,4,1,1,0
161675,9,1,1,0
161883,3,1,1,0
161926,3,2,2,0
162009,3,1,1,0
162313,2,1,1,0
162385,24,1,2,0
162448,6,1,1,0
162576,2,1,1,0
162815,1,1,1,0
162932,2,1,1,0
163049,235,3,3,0
163083,2,1,2,0
163156,18,2,2,0
163365,21,1,1,0
163561,2194,124,92,2
163632,6,2,2,0
163691,4,0,1,0
163700,4,2,1,0
163711,11,6,5,0
163836,1,1,1,0
164002,4,2,2,0
164303,3,1,1,0
164630,3,1,1,0
164985,6,1,1,0
164995,9,2,2,0
165003,10,0,1,0
165257,5,0,1,0
165440,0,1,1,0
165696,4,1,1,0
165710,0,1,1,0
165718,2,1,1,0
165843,22,3,4,0
166027,7,5,2,0
166173,15,2,1,0
166371,6,0,1,0
166590,55,3,4,0
166605,4,1,1,0
166787,6,0,1,0
167086,1,1,1,0
167101,2,1,1,0
167336,1,1,1,0
167394,1,1,1,0
167489,56,3,2,0
167506,1,1,1,0
167511,11,3,3,0
167556,8,1,1,0
167876,8,2,1,0
167887,5,1,1,0
168008,1,1,1,0
168135,0,1,1,0
168272,7,2,1,0
168289,3,1,1,0
168505,7,1,1,0
168684,1,1,1,0
168685,145,6,6,0
168761,2,0,1,0
168889,1,1,1,0
168932,8,1,1,0
169103,3,1,1,0
169111,1,1,1,0
169151,8,5,8,0
169328,3,1,1,0
169369,17,5,4,0
169436,1,1,1,0
169486,4,1,2,0
169576,5,1,1,0
169589,0,6,3,0
169803,3,1,1,0
169902,4,1,1,0
170096,5,1,1,0
170130,5,1,1,0
170470,23,18,14,0
170618,4,4,2,0
170791,4,2,2,0
171070,1,1,1,0
171135,15,3,3,0
171174,1,1,1,0
171308,2,0,1,0
171376,5,1,2,0
171457,3,1,1,0
171560,2,1,1,0
171598,8,0,1,0
171688,17,2,1,0
171693,2,1,1,0
171718,123,47,33,3
171743,3,1,1,0
171785,2,1,1,0
172015,0,1,1,0
172104,4,1,1,0
172132,37,1,1,0
172244,49,1,1,0
172467,8,2,2,0
172623,2,0,1,0
172634,2,1,1,0
173019,9,1,1,0
173056,21,6,5,0
173405,14,0,1,0
173494,3,1,1,0
173517,2,1,1,0
173657,6,2,2,0
173863,734,35,31,3
173931,23,0,2,0
174405,4,1,1,0
174494,3,0,1,0
174823,6,1,1,0
174972,160,23,11,0
174983,2,2,1,0
175106,9,5,2,0
175586,0,0,1,0
175709,31,2,1,0
175771,7,1,1,0
175801,113,13,13,0
175822,0,1,1,0
175888,6,1,1,0
175890,15,1,3,0
175940,2,1,1,0
176153,0,1,1,0
176356,10,1,1,0
176379,3,1,1,0
176491,2,1,1,0
176615,1,1,1,0
176878,0,1,2,0
176892,7,1,1,0
176939,1,1,1,0
176986,1,1,1,0
177211,48,8,8,0
177257,0,1,1,0
177488,1,0,1,0
177537,1,1,1,0
177547,1,1,1,0
178066,1,1,1,0
178281,3,1,1,0
178888,6,1,1,0
178902,3,5,5,0
178925,8,1,1,0
179034,0,1,1,0
179091,10,1,1,0
179210,3,1,1,0
179314,18,10,3,0
179353,2,2,2,0
179362,13,1,1,0
179448,6,1,1,0
179772,50,3,3,0
179972,15,1,1,0
180133,2,1,1,0
180275,3,1,1,0
180504,5,1,1,0
180648,2,1,1,0
180776,1,1,1,0
180810,1,1,1,0
180818,1,1,1,0
181041,1,1,1,0
181252,14,0,1,0
181318,14,1,1,0
181723,14,1,1,0
181727,2,0,1,0
181771,1,1,1,0
181889,2,1,1,0
181972,1,1,1,0
182047,1,1,1,0
182055,6,2,2,0
182143,4,3,3,0
182156,10,4,4,0
182406,1,1,1,0
182428,1,0,1,0
182451,1,1,1,0
182582,6,1,1,0
182637,8,1,1,0
182994,1,1,1,0
183206,1,0,1,0
183620,7,3,1,0
184607,2,1,1,0
184974,2,1,1,0
185025,0,1,1,0
185172,9,2,2,0
185242,2,1,1,0
185269,8,2,1,0
185483,2,1,1,0
185552,7,1,1,0
185564,13,5,5,0
185643,3,1,1,0
185790,12,6,3,0
185928,41,2,2,0
185947,3,1,1,0
185971,0,1,1,0
186080,15,2,1,0
186223,1,1,1,0
186445,36,1,1,0
186588,13,2,1,0
186733,2,1,1,0
186774,7,1,1,0
186927,28,4,10,0
187035,5,0,2,0
187196,3,1,1,0
187302,7,1,1,0
187327,3,1,1,0
187404,2,1,1,0
187536,6,1,1,0
187991,15,2,2,0
188096,2,1,1,0
188116,20,6,10,0
188120,3,1,1,0
188270,5,1,1,0
188684,42,2,1,0
188716,10,6,1,0
189240,8,1,2,0
189377,11,2,1,0
189381,1,1,1,0
189384,25,2,2,0
189473,119,0,1,0
189702,30,0,1,0
189838,9,0,1,0
189934,22,4,1,0
190037,3,1,1,0
190159,2,1,1,0
190644,2,2,1,0
190672,27,3,3,0
190678,2,1,1,0
190756,2,1,1,0
190867,1,1,1,0
190940,3,1,1,0
191153,1,1,1,0
191439,1,0,1,0
191448,1,2,1,0
191477,3,2,2,0
191576,1,1,1,0
191632,3,1,1,0
191637,47,6,8,0
191886,8,2,2,0
191952,4,1,1,0
191994,7,1,1,0
192030,1,1,1,0
192298,14,1,1,0
192352,5,1,2,0
192511,8,1,1,0
192595,7,1,1,0
192619,1,0,1,0
192890,3,5,6,0
193036,14,1,1,0
193126,1,0,1,0
193268,34,5,1,0
193622,1,0,1,0
193864,4,1,1,0
193924,3,2,1,0
193936,4,1,1,0
194416,1,1,1,0
194560,24,1,1,0
194644,2,1,1,0
194818,0,1,1,0
195248,1,0,1,0
195534,3,0,1,0
195623,18,1,1,0
195657,2,1,1,0
195721,12,6,2,0
195807,5,0,1,0
195911,11,1,1,0
195919,3,1,1,0
196024,2,1,3,0
196046,2,1,1,0
196080,13,1,1,0
196114,16,1,1,0
196128,35,3,2,0
196181,10,1,5,0
196502,3,1,1,0
196902,1,1,1,0
197230,3,1,1,0
197290,1,1,1,0
197366,2,1,1,0
197491,2,1,1,0
197547,4,1,1,0
197548,1,1,1,0
197559,4,1,1,0
197591,4,1,1,0
197686,28,1,2,0
197879,1,1,1,0
197926,0,1,1,0
197971,2,1,1,0
198045,5,3,2,0
198145,3,1,1,0
198153,494,32,10,3
198270,741,111,104,2
198299,74,13,1,0
198573,9,6,4,0
198764,1,0,1,0
198921,8,1,1,0
199033,1,1,1,0
199153,7,1,1,0
199297,8,1,1,0
199473,5,1,1,0
199880,1,1,1,0
199919,15,4,1,0
199929,5,1,1,0
200073,3,2,2,0
200161,3,1,1,0
200262,2,1,1,0
200329,2,1,1,0
200442,13,3,2,0
200454,7,1,1,0
200559,7,4,4,0
200742,3,1,1,0
200824,1,2,1,0
201005,3,1,1,0
201024,2,1,1,0
201183,6,3,2,0
201495,20,5,3,0
201690,3,1,1,0
201718,4,1,1,0
202009,3,1,1,0
202080,22,6,2,0
202290,4,1,1,0
202410,38,2,1,0
202449,1,1,1,0
202825,1,0,1,0
202835,8,1,1,0
203017,23,1,2,0
203051,18,4,3,0
203197,2,1,1,0
203225,2,1,1,0
203482,1,1,1,0
203490,21,24,3,0
203525,1,0,1,0
203561,1,0,1,0
203639,2,2,2,0
203828,11,2,2,0
203851,27,1,1,0
203955,3,1,1,0
203974,1,1,1,0
204097,19,1,1,0
204101,4,1,1,0
204180,3,1,2,0
204276,1,2,1,0
204328,3,0,1,0
204341,0,1,1,0
204392,6,0,1,0
204458,5,1,1,0
204496,1,1,1,0
204831,4,1,1,0
204853,6,2,1,0
204995,1,1,1,0
205085,1,1,1,0
205139,33,1,1,0
205203,4,1,1,0
205453,28,1,1,0
205501,25,2,1,0
206021,1,0,1,0
206078,24,1,1,0
206238,1,1,1,0
206291,2,1,1,0
207043,1,1,1,0
207157,5,1,1,0
207360,6,1,1,0
207663,17,7,3,0
207737,3,1,1,0
207917,0,1,1,0
208352,4,1,1,0
208452,3,1,1,0
208539,1,1,1,0
208560,6,2,2,0
208662,36,3,3,0
208678,14,2,1,0
208998,4,0,1,0
209170,7,1,1,0
209317,14,1,1,0
209372,3,1,1,0
209395,1,1,1,0
209415,13,1,1,0
209453,5,0,1,0
209550,4,1,1,0
209557,4,1,1,0
209591,3,1,1,0
209895,0,1,1,0
209918,5,2,2,0
209959,5,1,1,0
209964,4,1,3,0
210176,51,1,1,0
210282,5,1,1,0
210349,2,1,1,0
210388,3,1,1,0
210644,4,1,4,0
210860,6,0,1,0
211122,4,1,1,0
211130,1,1,1,0
211211,7,1,1,0
211269,10,2,1,0
211278,1,1,1,0
211300,3,0,1,0
211412,46,11,2,0
211550,5,1,1,0
211574,3,2,2,0
211590,0,1,1,0
211706,8,4,3,0
211887,4,1,1,0
212213,6,1,1,0
212442,10,3,2,0
212610,7,1,1,0
212886,2,1,1,0
213089,3,1,1,0
213098,1,2,1,0
213137,1,1,1,0
213145,326,32,18,3
213213,1,1,1,0
213240,2,1,1,0
213276,7,1,2,0
213323,1,1,1,0
213330,1,0,1,0
213378,1,1,1,0
213393,13,3,1,0
213467,14,1,1,0
213518,7,0,1,0
213865,1,1,1,0
213901,2,1,1,0
213910,1,1,1,0
214083,1,1,1,0
214105,2,2,2,0
214193,2,2,2,0
214421,12,2,1,0
214426,2,1,1,0
214479,0,5,5,0
214762,0,1,1,0
214786,1,1,1,0
214957,19,1,1,0
214985,1,1,1,0
215049,37,6,6,0
215082,1,1,1,0
215257,1,1,1,0
215474,1,1,1,0
215703,2,1,1,0
215902,2,1,1,0
216020,8,1,1,0
216160,5,1,1,0
216471,22,2,2,0
216650,1,1,1,0
216662,4,2,2,0
216984,1,1,1,0
216994,7,2,1,0
217089,3,0,1,0
217214,4,1,1,0
217419,12,2,2,0
217712,30,1,1,0
217773,7,0,1,0
217982,3,2,1,0
218081,22,1,1,0
218217,21,1,2,0
218274,2,1,1,0
218469,3,1,1,0
218640,8,1,1,0
218648,208,24,22,0
218658,4,1,1,0
218828,575,17,6,3
218871,1,1,1,0
219013,5,0,1,0
219105,2,0,1,0
219332,38,1,1,0
219588,7,2,2,0
219768,1,0,1,0
219788,15,10,13,0
219874,5,1,1,0
219932,2,1,1,0
220099,1,1,1,0
220296,2,0,1,0
220300,1,1,1,0
220379,3,0,1,0
220386,1,1,1,0
220404,7,1,1,0
220481,2,1,1,0
220840,27,2,4,0
220911,3,1,1,0
220948,5,1,1,0
221046,2,0,1,0
221055,7,1,1,0
221099,9,2,2,0
221176,5,1,1,0
221190,1,1,1,0
221211,2,0,1,0
221249,7,2,3,0
221331,8,1,1,0
221662,13,1,1,0
221764,1,1,1,0
221809,4,1,1,0
221868,10,2,2,0
221900,1,0,1,0
221998,4,1,1,0
222046,94,18,17,0
222174,5,2,2,0
222350,2,0,2,0
222411,0,1,1,0
222425,4,1,1,0
222459,42,1,1,0
222475,2,1,1,0
222534,8,1,1,0
222570,6,1,1,0
222575,2,1,1,0
222696,1,1,1,0
223283,0,1,1,0
223303,6,1,1,0
223493,1,1,1,0
223972,6,2,1,0
223996,17,2,2,0
224248,4,1,1,0
224497,3,1,1,0
224553,2,1,1,0
224732,6,4,3,0
224773,2,1,1,0
224777,8,2,2,0
224781,4,0,1,0
224841,4,2,1,0
224855,5,3,2,0
224928,2,2,3,0
225006,10,1,1,0
225030,2,1,1,0
225043,4,3,2,0
225053,1,0,1,0
225109,2,1,1,0
225267,6,1,1,0
225607,4,1,1,0
225633,1,1,1,0
225737,5,1,1,0
225810,2,1,1,0
225852,4,1,2,0
225865,4,1,1,0
225936,9,1,1,0
225990,0,1,1,0
226068,1,1,1,0
226075,4,1,1,0
226080,10,2,1,0
226088,8,1,1,0
226117,1,1,1,0
226251,5,2,1,0
226296,4,1,1,0
226308,6,1,1,0
226445,14,0,2,0
226547,1,1,1,0
226726,2,1,1,0
226943,0,1,1,0
226999,4,1,1,0
227054,4,1,1,0
227091,573,66,53,3
227174,7,0,1,0
227343,8,2,1,0
227571,4,1,1,0
227781,59,10,4,0
227926,12,5,5,0
228040,11,1,1,0
228175,1,1,1,0
228280,24,3,2,0
228608,0,2,1,0
228610,15,1,1,0
228703,2,1,1,0
229076,3,1,1,0
229157,1065,4,1,3
229291,3,1,1,0
229321,3,1,1,0
229432,13,5,1,0
229502,4,0,1,0
229737,8,2,2,0
229841,11,1,1,0
229868,1,1,1,0
229872,4,1,1,0
230215,26,3,3,0
230233,1,0,1,0
230237,2,1,2,0
230380,9,2,1,0
230478,4,1,1,0
230498,7,1,1,0
230526,20,4,1,0
230847,33,3,1,0
231047,15,1,2,0
231131,3,1,1,0
231156,0,1,1,0
231275,11,3,1,0
231565,1,1,1,0
231570,17,5,2,0
231740,8,1,1,0
231908,1,1,1,0
232097,3,1,1,0
232133,1,1,1,0
232227,14,1,1,0
232235,4,1,1,0
232275,10,1,1,0
232278,11,1,1,0
232309,0,4,4,0
232337,11,1,1,0
232491,1,1,1,0
232605,4,1,1,0
232636,1,1,1,0
233038,2,1,1,0
233054,6,1,1,0
233092,2,1,1,0
233156,8,2,1,0
233297,13,3,3,0
233323,0,1,1,0
233349,1,1,1,0
233733,1,1,1,0
233862,1,1,1,0
233899,2,1,1,0
233979,158,12,12,0
234161,2,1,1,0
234318,1,1,1,0
234475,6,1,1,0
234593,66,4,2,0
234870,3,1,1,0
234941,23,4,2,0
235067,13,1,1,0
235387,5,1,1,0
235392,2,2,2,0
235460,5,1,1,0
235498,4,1,1,0
235560,2,1,1,0
235606,1,1,1,0
235906,1,1,1,0
236158,3,1,1,0
236211,2,1,1,0
236213,12,2,2,0
236229,2,1,1,0
236392,8,3,1,0
236507,1,1,1,0
236545,3,2,2,0
236747,2,1,1,0
236800,2,1,1,0
236963,4,0,1,0
237072,0,1,1,0
237262,1,1,1,0
237278,2,1,1,0
237286,2,0,1,0
237326,4,2,2,0
237408,4,1,1,0
237434,3,0,1,0
237467,8,0,1,0
237497,26,1,1,0
237521,7,1,1,0
237573,9,1,1,0
237614,0,1,1,0
237865,7,3,3,0
237886,2,1,1,0
238199,16,2,2,0
238270,2,1,1,0
238300,5,1,1,0
238432,1,1,1,0
238437,16,1,1,0
238442,16,1,1,0
238511,7,1,1,0
238722,5,1,1,0
238781,1,1,1,0
238831,1,1,1,0
238847,13,1,1,0
239279,2,1,1,0
239319,42,2,1,0
239362,12,1,1,0
239439,0,1,1,0
239564,11,5,4,0
239825,2,1,1,0
239974,2,1,1,0
240176,4,0,1,0
240222,0,1,1,0
240290,5,1,1,0
240463,3,1,1,0
240496,2,1,1,0
240556,5,3,2,0
240564,2,1,1,0
240645,5,1,1,0
240800,2,1,1,0
240998,19,18,16,0
241145,56,1,3,0
241246,5,2,2,0
241356,24,2,2,0
241583,19,5,1,0
241743,1,0,1,0
241863,5,1,1,0
242105,35,2,5,0
242485,4,1,1,0
242520,1,1,1,0
242567,1,1,1,0
242654,17,3,3,0
242663,2,1,1,0
242740,4,1,1,0
242826,11,3,1,0
242861,2,1,1,0
242985,1,1,1,0
243025,29,4,3,0
243070,9,4,2,0
243182,2,1,1,0
243572,4,1,1,0
243592,2,1,1,0
243636,13,2,2,0
243939,6,1,1,0
244123,0,5,5,0
244468,86,3,2,0
244531,8,2,1,0
244553,7,1,1,0
244556,3,0,1,0
244583,3,1,1,0
244603,2,1,1,0
244756,443,6,5,0
244835,2,2,2,0
244838,10,1,1,0
244853,11,4,4,0
245293,23,9,2,0
245608,1,1,1,0
245765,2,1,1,0
245770,6,1,1,0
245823,20,4,2,0
245983,5,1,1,0
246158,3,2,2,0
246235,3,0,1,0
246785,7,9,7,0
246796,25,6,2,0
246828,3,2,2,0
246992,1,1,1,0
247005,2,1,1,0
247024,1,1,1,0
247235,1401,165,132,2
247247,3,1,1,0
247560,3,1,1,0
247916,2,1,1,0
247967,1,1,1,0
248411,6,3,2,0
248428,7,0,1,0
248503,1,1,1,0
248599,37,9,2,0
248671,5,4,2,0
248679,234,31,30,3
248810,1,1,1,0
248845,1,1,1,0
248848,8,4,1,0
248925,8,2,2,0
249017,4,0,1,0
249053,2,1,1,0
249061,6,1,1,0
249074,1,1,1,0
249247,1,1,1,0
249286,2,0,1,0
249439,2,1,1,0
249658,2,1,1,0
249902,1,1,1,0
250080,0,1,1,0
250139,0,1,2,0
250146,4,4,3,0
250187,11,2,1,0
250252,6,2,2,0
250357,37,2,1,0
250372,24,3,3,0
250393,1,1,1,0
250437,5,1,1,0
250527,7,1,1,0
250678,2,0,1,0
250943,22,1,1,0
251091,4,2,1,0
251707,30,3,2,0
251892,8,1,1,0
251942,2,1,1,0
252249,3,0,1,0
252258,4,3,1,0
252415,3,1,1,0
252492,6,2,1,0
252812,1,1,1,0
252840,13,2,2,0
252977,15,1,1,0
253004,2,1,1,0
253109,3,2,2,0
253213,2,2,2,0
253328,5,1,1,0
253365,4,2,2,0
253371,4,2,1,0
253391,3,1,1,0
253399,1,0,1,0
253756,2,1,1,0
253867,30,1,1,0
253920,1,1,1,0
253924,16,1,1,0
254126,2,1,1,0
254130,19,1,1,0
254146,6,1,4,0
254328,87,16,16,0
254367,0,1,1,0
254579,1,1,1,0
254621,1,1,1,0
254754,1,1,1,0
254893,11,3,2,0
255006,3,1,1,0
255309,1,0,1,0
255389,3,1,1,0
255393,24,2,2,0
255918,7,4,4,0
256094,10,2,2,0
256429,5,0,2,0
256465,5,1,1,0
256505,2,1,1,0
256544,3,8,1,0
256726,1,1,1,0
256781,7,1,1,0
256821,5,1,1,0
256877,1,0,1,0
256880,5,2,1,0
257248,5,2,1,0
257291,8,1,1,0
257462,5,1,1,0
257726,1,2,2,0
257912,5,1,1,0
258107,2,0,1,0
258317,50,2,2,0
258336,4,1,1,0
258434,1,1,1,0
258502,7,1,1,0
258538,4,1,1,0
259050,1,1,1,0
259169,3,1,1,0
259178,1,1,1,0
259214,4,1,1,0
259278,41,7,6,0
259305,3,0,1,0
259827,3,1,1,0
259928,74,1,1,0
260032,2,1,1,0
260491,1,1,1,0
260578,2,1,1,0
260753,11,1,1,0
260868,1,1,1,0
260971,9,1,1,0
261238,10,5,4,0
261301,14,1,1,0
261325,6,1,1,0
261362,1,1,1,0
261507,2,1,1,0
261643,4,1,1,0
261667,2,1,1,0
261693,6,1,1,0
261694,1,1,1,0
261793,4,1,1,0
261807,2,1,1,0
261883,2,2,1,0
261889,1,1,1,0
261902,6,2,2,0
262357,135,4,3,0
262508,9,1,1,0
262607,0,1,1,0
263161,2,2,1,0
263205,1,0,1,0
263391,7,2,2,0
263462,1,1,2,0
263733,3,1,2,0
263746,19,1,1,0
263783,11,2,1,0
263974,4,0,1,0
264044,3,0,1,0
264190,86,4,2,0
264361,1,1,1,0
264398,1,1,1,0
264597,2,1,1,0
264607,1,0,1,0
264653,6,1,1,0
264716,8,1,2,0
264734,7,1,1,0
264810,2,1,1,0
264847,3,0,1,0
264883,10,2,2,0
264899,2,0,1,0
265273,7,2,1,0
265295,1,2,1,0
265486,45,2,2,0
265568,1,1,1,0
265643,29,1,1,0
265645,2,1,1,0
265778,7,5,4,0
265832,5,1,1,0
265897,19,3,3,0
265968,8,1,1,0
266201,2,0,1,0
266350,10,1,1,0
266417,70,2,2,0
266464,6,1,1,0
266582,1,1,1,0
266610,7,1,1,0
266666,46,1,1,0
266693,1,1,1,0
266762,1,1,1,0
266892,11,1,1,0
267116,6,1,1,0
267136,15,1,1,0
267357,23,1,1,0
267731,2,1,1,0
267735,2,1,1,0
267818,1,1,1,0
267822,9,1,1,0
267861,1,0,1,0
267973,0,2,1,0
268155,18,3,2,0
268221,1,0,1,0
268239,6,1,1,0
268264,5,1,1,0
268342,2,1,1,0
268385,2,1,1,0
268428,15,3,2,0
268430,12,0,1,0
268571,0,1,1,0
268657,7,2,2,0
268741,3,1,1,0
268994,0,0,1,0
268999,48,1,1,0
269109,1,0,1,0
269127,170,30,10,0
269245,4,1,1,0
269284,1,1,1,0
269434,1,1,1,0
269448,3,1,1,0
269618,4,1,1,0
269635,2,1,1,0
269813,1,1,1,0
269879,2,1,1,0
270248,6,1,1,0
270362,10,2,2,0
270464,11,2,2,0
270492,3,1,1,0
270562,3,1,1,0
270632,1,1,1,0
270876,1,1,1,0
271086,4,1,1,0
271333,1,2,1,0
271410,5,1,1,0
271466,6,1,1,0
271486,7,5,2,0
271719,6,0,1,0
271800,2,1,1,0
271884,15,1,1,0
272096,2,1,1,0
272457,6,4,2,0
272853,9,2,2,0
272883,32,5,4,0
273341,26,4,4,0
273362,8,1,1,0
273385,2,1,1,0
273406,22,7,6,0
273431,3,1,1,0
273600,23,8,4,0
273630,5,2,2,0
273697,4,1,1,0
273772,37,8,3,0
273814,3,1,1,0
273853,2,1,1,0
273910,21,7,4,0
274064,9,2,1,0
274152,2,1,1,0
274515,1,1,1,0
274886,1,1,1,0
274980,4,2,2,0
274981,43,1,1,0
275428,4,0,1,0
275692,1,3,1,0
275715,3,1,1,0
275823,3,1,1,0
275832,5,1,1,0
275833,16,1,1,0
275836,2,1,1,0
275846,1,1,1,0
276016,2,1,1,0
276034,21,6,1,0
276149,46,1,1,0
276165,14,2,1,0
276207,1,0,1,0
276382,3,1,1,0
276464,1,0,1,0
276579,1,1,1,0
276809,1,1,1,0
277349,2,1,1,0
277476,5,1,1,0
277488,13,2,1,0
277576,5,1,1,0
277873,1,1,1,0
277968,4,0,1,0
278041,1,0,1,0
278088,1,2,1,0
278097,5,1,1,0
278171,2,1,1,0
278265,2,0,1,0
278574,2,1,1,0
278647,1,1,1,0
278771,5,1,3,0
278831,7,1,1,0
278940,4,5,5,0
278967,5,0,1,0
279034,2,1,1,0
279142,1,2,1,0
279193,2,1,1,0
279406,85,12,7,0
279466,2,0,1,0
279677,22,2,1,0
279856,4,2,1,0
279876,2,2,2,0
280031,1,1,1,0
280361,7,3,13,0
280692,12,1,1,0
280722,1,1,1,0
280750,5,1,1,0
280912,1,1,1,0
281161,1,0,1,0
281202,7,1,1,0
281359,2,1,1,0
281553,5,2,2,0
281703,4,1,1,0
281778,1,1,1,0
281978,1,1,1,0
282233,20,1,1,0
282289,6,2,3,0
282440,10,2,2,0
282705,1,1,1,0
282887,4,1,2,0
283269,9,1,1,0
283477,10,17,13,0
283553,91,7,2,0
283568,2,1,1,0
283604,9,1,1,0
283621,42,8,4,0
283858,1,1,1,0
284251,1,1,1,0
284451,7,1,1,0
284631,5,1,1,0
284767,1,1,1,0
285368,184,8,2,0
285372,2,1,1,0
285918,7,0,1,0
286535,3,0,1,0
286553,1,1,1,0
286616,2057,120,75,2
286780,8,1,1,0
286790,3,1,1,0
286923,3,1,1,0
287007,12,2,2,0
287022,3,1,1,0
287434,24,1,1,0
287470,3,1,1,0
287930,1,1,3,0
287996,2,1,1,0
288003,2,1,1,0
288061,2,2,2,0
288362,2,2,1,0
288422,1,1,1,0
288474,3,1,1,0
288488,0,0,2,0
288615,24,0,1,0
288665,3,2,1,0
288699,6,1,1,0
288843,3,1,1,0
288932,24,9,2,0
288956,4,1,2,0
289019,14,2,2,0
289113,7,2,1,0
289401,1,1,1,0
289418,6,1,1,0
289481,7,1,1,0
289491,1,1,1,0
289743,8,1,1,0
290073,1,1,1,0
290201,3,1,1,0
290203,4,1,1,0
290246,3,1,1,0
290356,8,1,1,0
290528,4,1,1,0
290565,5,1,1,0
290976,0,1,1,0
291195,5,1,1,0
291283,3,2,2,0
291284,4,1,1,0
291285,0,1,1,0
291472,10,2,2,0
291482,1,2,3,0
291938,1,1,1,0
291984,2,1,1,0
292065,1,1,1,0
292102,7,6,3,0
292344,53,2,2,0
292365,4,2,2,0
292466,6,1,1,0
292675,9,1,1,0
292706,4,2,2,0
292806,2,1,1,0
293077,12,2,1,0
293206,4,1,1,0
293501,2,1,1,0
293600,4,1,1,0
294027,1,1,1,0
294088,27,2,2,0
294152,2,1,1,0
294255,13,7,3,0
294269,1,0,1,0
294308,2,2,2,0
294377,24,0,1,0
294572,15,1,1,0
294613,0,1,1,0
294706,2,0,1,0
294970,2,1,1,0
294978,3,1,1,0
294981,2,1,1,0
295158,21,7,1,0
295182,2,1,1,0
295185,3,0,1,0
295217,2,1,1,0
295220,33,2,1,0
295358,2,2,1,0
295384,32,1,1,0
295435,7,1,1,0
295588,41,2,2,0
295727,34,1,1,0
295742,9,1,1,0
296024,3,1,1,0
296167,4,1,1,0
296218,2,1,1,0
296267,1,1,1,0
296401,9,2,2,0
296424,11,1,1,0
296431,71,1,1,0
296575,3,3,2,0
296577,5,1,3,0
296947,3,1,1,0
297008,1,1,1,0
297120,8,2,2,0
297634,20,1,1,0
297639,4,1,1,0
297795,2,1,1,0
297868,1,1,1,0
298070,1,1,1,0
298140,0,1,1,0
298235,1,1,1,0
298508,3,2,2,0
298539,1,1,1,0
298911,5,1,1,0
299049,4,0,1,0
299094,5,1,1,0
299259,1,1,1,0
299518,1,0,1,0
299636,1,0,1,0
299720,14,6,2,0
299845,16,1,1,0
300055,4,2,1,0
300118,5,1,1,0
300210,1,0,1,0
300259,5,1,1,0
300272,1,1,1,0
300311,2,0,1,0
300384,2,1,1,0
300421,1,1,1,0
300506,2,0,1,0
300882,1,1,1,0
300941,4,1,1,0
301177,1,1,1,0
301189,14,1,1,0
301201,5,1,1,0
301341,2,1,1,0
301487,1,1,1,0
301496,11,5,3,0
301846,13,1,1,0
302022,2,0,1,0
302094,3,1,1,0
302183,7,2,1,0
302190,6,2,2,0
302394,2,1,1,0
302488,3,1,1,0
302544,2,1,1,0
302769,19,4,3,0
303083,6,2,2,0
303100,8,1,1,0
303182,1,1,1,0
303244,0,1,1,0
303381,241,68,47,3
303406,5,1,1,0
303412,7,7,6,0
303436,1,1,1,0
303466,34,1,1,0
303469,3,2,1,0
303480,25,0,1,0
303586,7,1,1,0
303706,8,1,1,0
304325,23,1,2,0
304328,6,0,1,0
304654,2,0,1,0
304854,2,1,1,0
304883,9,2,2,0
305234,2,1,1,0
305404,6,2,2,0
305493,3,2,2,0
305506,14,1,1,0
305782,4,1,1,0
305819,1,1,1,0
306049,8,1,1,0
306294,2,1,1,0
306462,5,0,1,0
306586,6,2,1,0
306731,8,1,1,0
306738,3,1,1,0
306821,2,1,1,0
306887,8,1,1,0
307169,4,1,1,0
307264,27,1,1,0
307276,10,1,1,0
307488,1,1,1,0
307607,8,2,2,0
307781,2,1,1,0
307797,3,1,1,0
307943,1,1,1,0
308096,11,0,1,0
308204,5,0,1,0
308270,6,0,1,0
308342,4,1,1,0
308392,3,1,1,0
308421,7,6,3,0
308437,1,1,1,0
308506,14,1,1,0
308563,59,0,1,0
308565,7,1,1,0
308623,1,1,1,0
308817,7,0,1,0
308859,3,1,1,0
309192,5,1,1,0
